3231	CONST. MAQUINAS TEXTILES Y ACCESORIOS
3232	CONST. MAQUINAS INDUST. CUERO Y CALZADO
3233	FAB. MAQUINAS DE COSER
3241	MAQUINAS IND. ALIMENT.,BEBIDAS Y TAB.
3242	CONST.MAQUINAS PARA INDUSTRIA QUIMICA
3243	CONST.MAQ.IND._DEL CAUCHO Y PLASTICOS
3251	CONST.MAQ. MINERIA Y CONSTRUCCION
3252	CONST. MAQUINAS IND. MINERALES NO METAL
3253	CONST. MAQ. PARA SIDERURGIA Y FUNDICION
3254	CONST. MAQ. ELEVACION Y MANIPULACION
3261	FAB.ENGRANAJES,CADENAS DE TRANSMISION
3262	FAB. DE RODAMIENTOS
3291	CONST. MAQ. IND. PAPEL, CARTON Y AA.GG.
3292	CONST.MAQ. DE LAVADO Y LIMPIEZA EN SECO
3293	CONST. MOTORES Y TURBINAS (EXC.TRANSPOR)
3294	CONST. MAQ. MANIPULACION DE FLUIDOS
3299	CONST. OTRAS MAQ. Y EQUIPOS NCOP
330	CONS.MAQ.DE OFICINA Y ORDENADORES
341	FAB.HILOS Y CABLES ELECTRICOS
342	FAB.MATERIAL ELECTRICO DE USO Y EQUIP.
343	FABRICACION PILAS Y ACUMULADORES
344	FAB. CONTADORES Y APARATOS DE MEDIDA
345	FAB. APARATOS ELECTRODOMESTICOS
346	FAB. LAMPARAS Y MATERIAL DE ALUMBRADO
3511	FAB. APARATOS TELEFONICOS Y TELEGRAFICOS
3512	FAB.APARATOS TELECOMUNICACION RADIODIF.
352	FAB. APARATOS USO PROFESIONAL CIENTIFICO
353	FAB.APARAT.SEÑALIZACION,CONTROL
354	FAB.COMPONENTES ELECTRONICOS Y CIRCUITOS
3551	FAB. RECEPTORES RADIO, TV, Y SONIDO
3552	EDICION SOPORTES AUDIO,VIDEO,INFORMATICA
361	CONSTRUCCION DE VEHICULOS AUTOMOVILES
362	CONSTRUCC. CARROCERIAS, REMOLQUES...
363	FAB.EQUIPO,COMPONENTES,REPUESTOS, COCHES
371	CONSTRUCCION NAVAL
372	REPARACION Y MANTENIMIENTO DE BUQUES
381	CONST.REPARAC.MANTENIM. FERROCARRILES
382	CONSTRUCC.REPARACION, MANT. AERONAVES
383	CONSTRUCC. BICICLETAS Y MOTOCICLETAS
389	CONSTRUCC. OTRO MATERIAL TRANSPORTE NCOP
391	FAB.INSTRUM. PRECISION,MEDIDA,CONTROL
3921	FAB. MATERIAL MEDICO-QUIRURGICO
3922	FAB. APARATOS PROTESIS Y ORTOPEDIA
3931	FAB.INSTRUM.OPTICOS Y MAT. FOTOGRAFICO
3932	FAB. MONTURAS PARA GAFAS NO PLASTICAS
399	FAB. RELOJES Y OTROS INSTRUMENTOS NCOP
4111	FAB. Y ENVASADO DE ACEITE DE OLIVA
4112	FAB. ACEITE DE OLIVA
4113	ENVASADO DE ACEITE DE OLIVA
4121	EXTRACC. Y ENVASADO ACEITES SEMILLAS
4122	OBTENC.Y ENVASADO GRASAS ANIMALES MAR
4123	REFINADO Y OTROS TRATAMIENTOS GRASAS
4124	OBTENCION Y ENVASADO MARGARINA
4131	SACRIFICIO Y DESPIECE DE GANADO
4132	FAB.PTOS.CARNICOS DE TODAS CLASES
4133	SALAS DESPIECE AUTONOMAS
4134	INCUBACION Y VENTA DE POLLUELOS
4141	PREPARACION DE LECHE
4142	PREPARACION LECHE EN CONSERVA
4143	FAB. QUESO Y MANTEQUILLA
4144	ELABORACION DE HELADOS Y SIMILARES
415	FAB. JUGOS Y CONSERVAS VEGETALES
416	FAB. CONSERVAS PESCADO
4171	FAB. HARINAS Y SEMOLAS
4172	FAB. OTROS PTOS. MOLINERIA
4181	FAB. PASTAS ALIMENTICIAS
4182	FAB. PTOS. AMILACEOS
4191	INDUSTRIA DEL PAN Y BOLLERIA
4192	INDUST. BOLLERIA Y PASTELERIA
4193	INDUST. ELABORACION MASAS FRITAS
420	INDUSTRIAS DEL AZUCAR
4211	INDUSTRIA CACAO Y CHOCOLATE
4212	ELABORACION PTOS. CONFITERIA
4221	FORRAJES DESHIDRATADOS ALIMENTAC. ANIMAL
4222	HARINAS PESCADO Y OTROS PTOS. PIENSOS
4223	ELAB.PIENSOS COMP. CUALQ.CLASE(EXC.4224)
4224	ELAB.PIENSOS COMP. ANIMALES DOMESTICOS
4231	ELAB. CAFE, TE, Y SUCEDANEOS
4232	ELAB. SOPAS PREPARADAS Y CONDIMENTOS
4233	ELAB. PTOS. DIETETICOS Y DE REGIMEN
4239	ELAB. OTROS PTOS. ALIMENTICIOS NCOP
4241	DESTILACION Y RECTIFICACION ALCOHOLES
4242	OBTENCION AGUARDIENTES NATURALES
4243	OBTENC. AGUARDIENTES COMPUESTOS
4251	ELABORACION Y CRIANZA DE VINOS
4252	ELABORACION DE VINOS ESPUMOSOS
4253	ELABORACION OTROS VINOS ESPECIALES
4259	OTRAS INDUSTRIAS VINICOLAS NCOP
426	SIDRERIAS
427	FAB. CERVEZA Y MALTA DE CERVEZA
4281	PREP. Y ENVASADO DE AGUAS MINERALES
4282	FAB. AGUAS GASEOSAS Y OTRAS BEBIDAS SIN
4291	ELAB. CIGARROS, CIGARRILLOS DE TABACO
4292	PRIMERA TRANSFORMACION TABACO
4311	PREP. FIBRAS DE ALGODON
4312	HILADO Y RETORCIDO DEL ALGODON
4313	TEJIDO ALGODON Y SUS MEZCLAS
4321	PREP. FIBRAS LANA
4322	HILADO Y RETORCIDO LANA
4323	TEJIDO DE LANA
433	INDUSTRIA DE LA SEDA NATURAL
434	INDUSTRIA DE LAS FIBRAS DURAS Y MEZCLAS
4351	FAB. GENEROS DE PUNTO EN PIEZA
4352	FAB. CALCETERIA
4353	FAB. PRENDAS INTERIORES PUNTO
4354	FAB. PRENDAS EXTERIORES DE PUNTO
436	ACABADO DE TEXTILES
4371	FAB. ALFOMBRAS Y TAPICES
4372	FAB. TEJIDOS IMPREGNADOS
4391	CORDELERIA
4392	FAB. FIELTROS, TULES, ENCAJES, ETC.
4393	FAB. TEXTILES CON FIBRAS RECUPERACION
4399	OTRAS INDUSTRIAS TEXTILES NCOP
441	CURTICION Y ACABADO DE CUEROS Y PIELES
4421	FAB.ART. MARROQUINERIA Y VIAJE
4422	FAB. GUANTES DE PIEL
4429	FAB. OTROS ARTICULOS DE CUERO NCOP
451	FAB. SERIE CALZADO (EXCEP. CAUCHO/MADER)
452	FAB. CALZADO ARTESANIA Y A MEDIDA
453	CONFECC. TODA CLASE PRENDAS VESTIR
454	CONFECC. MEDIDA PRENDAS VESTIR
4551	CONFECC. ART. TEXTILES HOGAR/TAPICERIA
4559	CONFECC. OTROS ART. TEXTILES NCOP
4561	PELETERIA NATURAL
4562	PELETERIA ARTIFICIAL
461	ASERRADO Y PREP. INDUSTRIAL DE LA MADERA
4621	CHAPAS DE MADERA
4622	MADERAS CHAPADAS, CONTRACHAPADAS, ETC
4623	TABLEROS, PANELES DE FIBRAS Y DE PART.
4624	MADERAS MEJORADAS
463	FAB. SERIE PIEZAS DE CARPINTERIA
464	FAB. ENVASES Y EMBALAJES DE MADERA
465	FAB. OBJETOS DIVERSOS DE MADERA
466	FAB. PRODUCTOS CORCHO
467	FAB. ART. JUNCO, CAÑA Y CESTERIA
4681	FAB. MOBILIARIO DE MADERA PARA EL HOGAR
4682	FAB. MOBILIARIO MADERA ESCOLAR Y OFICINA
4683	FAB. MUEBLES DIV. MADERA, JUNCO, MIMBRE
4684	FAB. ATAUDES
4685	ACTIV. ANEXAS IND. MUEBLE
471	FAB. PASTA PAPELERA
472	FAB. PAPEL Y CARTON
4731	FAB. CARTON ONDULADO Y SUS ARTICULOS
4732	FAB. OTROS ART. Y ENVASES PAPEL Y CARTON
4733	FAB. ART. OFICINA, ESCRITORIO, EN PAPEL
4734	FAB. ART. DECORACION EN PAPEL Y CARTON
4739	FAB. OTROS MANIPULADOS PAPEL Y CARTON
474	ARTES GRAFICAS (IMPRESION GRAFICA)
475	ACTIVIDADES ANEXAS ARTES GRAFICAS
4761	EDICION DE LIBROS
4762	EDICION DE PERIODICOS Y REVISTAS
4769	OTRAS EDICIONES NCOP
4811	FAB. CUBIERTAS Y CAMARAS
4812	RECAUCHUTADO Y RECONSTRUCCION CUBIERTAS
4819	FAB. OTROS ART. CAUCHO NCOP
4821	FAB. PTOS. SEMIELABORADOS PLASTICO
4822	FAB. ART. ACABADOS MATERIAS PLASTICAS
4911	JOYERIA
4912	BISUTERIA
492	FAB. INSTRUMENTOS DE MUSICA
493	LABORATORIOS FOTOGRAFICOS Y CINEMAT.
4941	FAB. JUEGOS, JUGUETES Y ART. PUERICULT.
4942	FAB. ART. DEPORTE
4951	FAB. ART. ESCRITORIO
4959	FAB. OTROS ART. NCOP
5011	CONSTRUCCION COMPLETA, REPAR. Y CONSERV.
5012	CONSTRUCC. COMPLETA OBRAS CIVILES
5013	ALBAÑILERIA Y PEQ. TRABAJOS CONSTRUCCION
5021	DEMOLICIONES Y DERRIBOS EN GENERAL
5022	CONSOLIDACION Y PREPARACION DE TERRENOS
5023	CONSOLID. Y PREP. TERRENOS OBRAS CIVILES
5024	CIMENTACIONES Y PAVIMENTACIONES
5025	CIMENTACIONES Y PAVIMENTAC.OBRAS CIVILES
5026	PERFORACIONES ALUMBRAMIENTO DE AGUAS
5031	PREP. MONTAJE ESTRUCTURAS Y CUBIERTAS
5032	PREP. ESTRUC. CUBIERTAS EN OBRAS CIVILES
5033	MONTAJE ESTRUC. METALICAS TTE. Y OBRAS
5034	OBRAS SIN MAQUINAS Y SIN MAS 4 OBREROS
5041	INSTALACIONES ELECTRICAS EN GENERAL
5042	INSTALACIONES FONTANERIA
5043	INSTALACIONES FRIO Y CALOR
5044	INSTALACIONES PARARRAYOS
5045	INSTALACION COCINAS
5046	INSTALACION APARATOS ELEVADORES
5047	INSTALACIONES TELEFONICAS
5048	MONTAJES METALICOS E INSTALAC. INDUSTR.
5051	REVESTIMIENTOS EXTERIORES E INTERIORES
5052	SOLADOS Y PAVIMENTOS
5053	SOLADOS Y PAVIMENTOS DE MADERA
5054	COLOCACION DE AISLAMIENTOS EN EDIFICIOS
5055	CARPINTERIA Y CERRAJERIA
5056	PINTURA, Y REVESTIMIENTOS EN PAPEL
5057	ESCAYOLA Y YESOS
5060	INSTALACION DE ANDAMIOS, CIMBRAS, ETC.
507	CONSTRUCCION DE TODA CLASE DE OBRAS
508	AGRUPACIONES Y UNIONES TEMPOR. EMPRESAS
611	COM. MAY. TODA CLASE DE MERCANCIAS
6121	COM.MAY.PTOS.ALIMENTIC.BEBIDAS Y TABACOS
6122	COM.MAY.CEREALES,PLANTAS,ABONOS,ANIMALES
6123	COM.MAY.FRUTAS Y VERDURAS
6124	COM.MAY. CARNES,HUEVOS,AVES Y CAZA
6125	COM.MAY.LECHE,PTOS.LACTEOS, MIEL, ACEITE
6126	COM.MAY.BEBIDAS Y TABACO
6127	COM.MAY. VINOS Y VINAGRES DEL PAIS
6128	COM.MAY. PESCADOS
6129	COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC
6131	COM.MAY.PTOS.TEXTILES,CONFECC, Y CALZADO
6132	COM.MAY.TEJIDOS POR METROS, ALFOMBRAS
6133	COM.MAY. PRENDAS EXTERIORES VESTIR
6134	COM.MAY.CALZADO,PELETERIA,MARROQUINERIA
6135	COM.MAY.CAMISERIA,LENCERIA,MERCERIA,...
6139	COM.MAY.ACCESORIOS VESTIDO NCOP
6141	COM.MAY.PTOS.FARMACEUTICOS Y MEDICAMENTO
6142	COM.MAY.PTOS.PERFUMERIA,DROGUERIA
6143	COM.MAY.PTOS.MANTENIMIENTO HOGAR
6144	COM. MAY. PRODUCTOS ZOOSANITARIOS
6151	COM.MAY.VEHICULOS Y SUS ACCESORIOS
6152	COM.MAY. DE MUEBLES
6153	COM. MAY. APARATOS ELECTRODOMESTICOS
6154	COM.MAY.APAR.Y MAT. ELECTRONICO
6155	COMERCIO AL POR MAYOR DE OBRAS DE ARTE
6156	GALERIAS DE ARTE
6159	COM.MAY.OTROS ART. CONSUMO DURADERO NCOP
6161	COM.MAY. CARBON
6162	COM.MAY. HIERRO Y ACERO
6163	COM.MAY. MINERALES
6164	COM.MAY. METALES NO FERREOS
6165	COM.MAY. PETROLEO Y LUBRICANTES
6166	COM.MAY.PTOS. QUIMICOS INDUSTRIALES
6169	COM.MAY.PTOS.INTERINDUSTRIALES Y QUIMIC.
6171	COM.MAY.FIBRAS TEXTILES BRUTAS
6172	COM.MAY. CUEROS Y PIELES EN BRUTO
6173	COM.MAY. MADERA Y CORCHO
6174	COM.MAY. MATERIALES CONSTRUCCION
6175	COM.MAY. MAQUINARIA PARA MADERA Y METAL
6176	COM.MAY. MAQUINARIA AGRICOLA
6177	COM.MAY. MAQUINARIA TEXTIL
6178	COM.MAY. MAQUINAS Y MATERIAL OFICINA
6179	COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA
6181	EXPORTACION TODA CLASE MERCANCIAS
6182	COM.MAY.MERCANCIAS EN ZONAS FRANCAS
6191	COM.MAY. JUGUETES Y ARTICULOS DEPORTE
6192	COM.MAY. INSTRUM. MEDICOS Y ORTOPEDICOS
6193	COM.MAY. METALES PRECIOSOS, Y JOYERIA
6194	COM.MAY.PTOS. DE PAPEL Y CARTON
6195	COM.MAY.ART.PAPELERIA Y ESCRITORIO
6196	COM.MAY. LIBROS, PERIODICOS Y REVISTAS
6197	COM.MAY.INSTRUM.PRECISION Y MEDIDA
6198	COMPRA-VENTA DE GANADO
6199	COM.MAY.OTROS PRODUCTOS NCOP
621	COM.MAY.CHATARRA Y METALES DESECHO
622	COM.MAY.OTROS PTOS. RECUPERACION
623	RECUPERACION Y COM. RESIDUOS SIN ESTABL.
631	INTERMEDIARIOS DEL COMERCIO
641	COM.MEN.FRUTAS,VERDURAS
6421	COM.MEN.CARNES,HUEVOS,CAZA Y GRANJA
6422	COM.MEN.CARNICERIAS-CHARCUTERIAS
6423	COM.MEN.CARNICERIAS-SALCHICHERIAS
6424	COM.MEN.CARNICERIAS
6425	COM.MEN.HUEVOS,AVES,GRANJA Y CAZA
6426	COM.MEN.CASQUERIAS
6431	COM.MEN.PESCADOS
6432	COM.MEN.BACALAO Y SALAZONES
6441	COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS
6442	DESPACHOS PAN, PAN ESPECIAL, Y BOLLERIA
6443	COM.MEN.PTOS.PASTELERIA,BOLLERIA
6444	COM.MEN.HELADOS
6445	COM.MEN.BOMBONES Y CARAMELOS
6446	COM.MEN.MASAS FRITAS
645	COM.MEN.VINOS Y BEBIDAS
6461	COM.MEN.TABACOS EN EXPENDIDURIA
6462	COM.MEN.TABACO EXTENSIONES TRANSITORIAS
6463	COM.MEN.TABACO EXPENDIDURIAS COMPLEMENT.
6464	COM.MEN.TABACO CON VENTA POR RECARGO
6465	COM.MEN.TABACO MAQUINAS AUTOMATICAS
6466	COM.MEN.TABACOS VENTA NO ESTANCADA
6467	COM.MEN.ARTICULOS FUMADORES POR MINUSV.
6468	COM.MEN. ARTICULOS PARA FUMADORES
6471	COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS
6472	COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2
6473	COM.MEN.PTOS.ALIMENTICIOS 120 - 399 M2
6474	COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2
6475	PTOS.ALIMENTICIOS Y BEB. MAQUINAS
6511	COM.MEN.PTOS.TEXTILES PARA EL HOGAR
6512	COM.MEN.PRENDAS DE VESTIR Y TOCADO
6513	COM.MEN.LENCERIA Y CORSETERIA
6514	COM.MEN.MERCERIA Y PAQUETERIA
6515	COM.MEN.PRENDAS ESPECIALES
6516	COM.MEN.CALZADO Y COMPLEMENTOS PIEL
6517	COM.MEN.CONFECCIONES DE PELETERIA
6521	FARMACIAS
6522	COM.MEN.PTOS.DROGUERIA,PERFUMERIA
6523	COM.MEN.PTOS.PERFUMERIA Y COSMETICA
6524	COM.MEN.PLANTAS Y HIERBAS,HERBOLARIOS
6531	COM.MEN.MUEBLES (EXCEPTO OFICINA)
6532	COM.MEN.APARATOS DE USO DOMESTICO
6533	COM.MEN.ART.MENAJE,FERRETERIA,ADORNO
6534	COM.MEN.MATERIALES DE CONSTRUCCION
6535	COM.MEN.PUERTAS,VENTANAS Y PERSIANAS
6536	COM. MEN. ARTICULOS DE BRICOLAGE
6539	COM.MEN.ART.HOGAR NCOP
6541	COM.MEN.VEHICULOS TERRESTRES
6542	COM.MEN.ACCESORIOS Y RECAMBIOS VEHICULOS
6543	COM.MEN.VEHICULOS AEREOS
6544	COM.MEN.VEHICULOS FLUVIALES Y MARITIMOS
6545	COM.MEN.DE TODA CLASE DE MAQUINARIA
6546	COM.MEN.CUBIERTAS,BANDAS Y CAMARAS AIRE
6551	COM.MEN.COMBUSTIBLES TODAS CLASES
6552	COM.MEN.GASES COMBUSTIBLES
6553	COM.MEN.CARBURANTES Y ACEITES VEHICULOS
656	COM. MEN. DE BIENES USADOS
657	COM.MEN. INSTRUMENTOS MUSICA Y ACCESORIO
6591	COM.MEN.SELLOS,MONEDAS,MEDALLAS,COLECC.
6592	COM.MEN.MUEBLES Y MAQUINAS DE OFICINA
6593	COM.MEN.APARATOS MEDICOS, ORTOPEDICOS
6594	COM.MEN.LIBROS,PERIODICOS,REVISTAS.
6595	COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA
6596	COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...
6597	COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS
6598	"COM.MEN.""SEX-SHOP"""
6599	COM.MEN.OTROS PTOS. NCOP
6611	COM.MEN.GRANDES ALMACENES
6612	COM.MEN.EN HIPERMERCADOS
6613	COM.MEN.ALMACENES POPULARES
6621	COM.MEN.EN ECONOMATOS Y COOP. DE CONSUMO
6622	COM.MEN.TODA CLASE ART. EN OTROS LOCALES
6631	COM.MEN.PTOS.ALIMENTICIOS SIN ESTABLEC.
6632	COM.MEN.TEXTILES Y CONFECC.SIN ESTABLEC.
6633	COM.MEN.CALZADO SIN ESTABLECIMIENTO
6634	COM.MEN.DROGUERIA SIN ESTABLECIMIENTO
6639	COM.MEN.OTRAS MERCANCIAS SIN ESTABLECIM.
6641	VENTA ARTICULOS DIVERSOS EN EXPOSITORES
6649	COM.MEN.ART.DIVERSOS EN MAQUINAS
665	COM.MEN.POR CORREO O CATALOGO
6711	RESTAURANTES CINCO TENEDORES
6712	RESTAURANTES CUATRO TENEDORES
6713	RESTAURANTES DE TRES TENEDORES
6714	RESTAURANTES DE DOS TENEDORES
6715	RESTAURANTES DE UN TENEDOR
6721	CAFETERIAS TRES TAZAS
6722	CAFETERIAS DOS TAZAS
6723	CAFETERIAS DE UNA TAZA
6731	BARES CATEGORIA ESPECIAL
6732	OTROS CAFES Y BARES
6741	CAFE-BAR EN VEHICULO
6742	CAFE-BAR EN FERROCARRILES
6743	CAFE-BAR EN BARCOS
6744	CAFE-BAR AERONAVES
6745	CAFE-BAR SOCIEDADES,CASINOS,CLUBES...
6746	CAFE-BAR TEATROS Y CINES
6747	SERVICIOS EN PARQUES O RECINTOS FERIALES
675	CAFES-BARES EN QUIOSCOS,CAJONES,BARRACAS
676	CHOCOLATERIAS,HELADERIAS Y HORCHATERIAS
6771	HOSTELERIA Y RESTAURACION SIN ESTABLEC.
6779	OTROS SERV. ALIMENTACION - RESTAURACION
681	HOSPEDAJE EN HOTELES Y MOTELES
682	HOSPEDAJE EN HOSTALES Y PENSIONES
683	HOSPEDAJES EN FONDAS Y CASAS HUESPEDES
684	HOSPEDAJE EN APARTA-HOTELES
685	ALOJAMIENTOS TURISTICOS EXTRAHOTELEROS
686	EXPLOTACION APARTAMENTOS PRIVADOS
6871	CAMPAMENTOS DE LUJO
6872	CAMPAMENTOS DE PRIMERA CLASE
6873	CAMPAMENTOS DE SEGUNDA CLASE
6874	CAMPAMENTOS DE TERCERA CLASE
6911	REPARACION ART. ELECTRODOMESTICOS
6912	REPARACION AUTOMOVILES Y BICICLETAS
6919	REPARACION OTROS BIENES CONSUMO NCOP
692	REPARACION DE MAQUINARIA INDUSTRIAL
699	OTRAS REPARACIONES NCOP
711	TTE. FERROCARRIL DE VIA NORMAL
712	TTE. FERROVIARIO DE VIA ESTRECHA
7211	TTE. URBANO COLECTIVO
7212	TTE. POR AUTOTAXIS
7213	TTE. VIAJEROS POR CARRETERA
7214	TRANSPORTE SANITARIO EN AMBULANCIAS
722	TTE. MERCANCIAS POR CARRETERA
729	OTROS TTES. TERRESTRES NCOP
