011	DOCTORES Y LICENCIADOS EN BIOLOGIA
012	INGENIEROS AGRONOMOS Y DE MONTES
013	VETERINARIOS
021	TECNICOS BIOLOGIA, AGRONOMIA Y SILVICULT
022	INGENIEROS TEC. AGRICOLAS Y FORESTALES
023	INGENIEROS TECNICOS TOPOGRAFOS
024	AUXILIARES Y AYUDANTES VETERINARIA
099	OTRO PROFESIONALES AGRICULTURA... NCOP
111	DRES.Y LICENCIADOS FISICAS Y GEOLOGICAS
112	INGENIEROS DE MINAS
121	DRES. Y LICENCIADOS EN QUIMICAS
131	INGENIEROS TEC. MINAS FACULT. Y PERITOS
199	OTROS PROF. RELAC. ENERGIA,MINERIA,QUIM.
211	INGENIEROS AERONAUTICOS
212	INGENIEROS NAVALES
213	INGENIEROS TELECOMUNICACION
214	INGENIEROS ARMAMENTO
221	INGENIEROS TEC. AERONAUTICOS
222	INGENIEROS TEC. TELECOMUNICACIONES
223	AYUDANTES INGENIEROS Y TECNICOS ICAI
224	DIBUJANTES TECNICOS
225	TECNICOS EN TELECOMUNICACION
226	TECNICOS EN SONIDO
227	TECNICOS EN ILUMINACION
228	INGENIEROS TECN. NAVALES,AYTES Y PERITOS
299	OTROS PROF.RELACION AERONAUTICA,COMUNIC.
311	INGENIEROS INDUSTRIALES Y TEXTILES
321	INGENIEROS TEC. INDUSTRIALES Y TEXTILES
322	TECNICOS EN ARTES GRAFICAS
399	OTROS PROFESIONALES INDUSTRIAS MANUFAC.
411	ARQUITECTOS
412	INGENIEROS CAMINOS, CANALES Y PUERTOS
421	ARQUITECTOS TECNICOS Y APAREJADORES
422	INGENIEROS TEC. OBRAS PUBLICAS
431	DELINEANTES
432	DECORADORES-DISEÑADORES DE INTERIORES
441	TEC. SUPERIORES URBANISTICOS Y TOPOGRAFI
451	INGENIEROS EN GEODESIA Y CARTOGRAFIA
499	OTROS PROFES. RELACIONADOS CONSTRUCCION
511	AGENTES COMERCIALES
521	TECNICOS EN HOSTELERIA
599	OTROS PROF. RELAC. COMERCIO Y HOSTELERIA
611	AGENTES DE FERROCARRILES
612	CONDUCTORES DE VEHICULOS TERRESTRES
699	OTROS PROFESIONALES RELAC. TRANSPORTE
711	ACTUARIOS DE SEGUROS
712	AGENTES Y CORREDORES DE SEGUROS
721	AGENTES COLEGIADOS PROPIEDAD IND.E INMOB
722	GESTORES ADMINISTRATIVOS
723	ADMINISTRADORES DE FINCAS
724	INTERMEDIARIOS PROMOCION EDIFICACIONES
725	HABILITADOS DE CLASES PASIVAS
726	GRADUADOS SOCIALES
727	AGENTES O INTERMEDIARIOS PRESTAMOS
728	AGENTES DE ADUANAS
731	ABOGADOS
732	PROCURADORES
733	NOTARIOS
734	REGISTRADORES
741	ECONOMISTAS
742	INTENDENTES Y PROFESORES MERCANTILES
743	PERITOS MERCANTILES
744	DIPLOMADOS EN CIENCIAS EMPRESARIALES
746	CORREDORES DE COMERCIO LIBRES
747	AUDITORES DE CUENTAS Y CENSORES JURADOS
748	ADMINISTRADORES DE CARTERAS DE VALORES
749	CORREDORES INTERPRETES Y MARITIMOS
751	PROFESIONALES PUBLICIDAD, RELAC.PUBLICAS
761	DOCTORES Y LICENCIADOS EXACTAS Y ESTAD.
762	DOCTORES,LICENCIADOS,INGENIEROS INFORMAT
763	PROGRAMADORES Y ANALISTAS INFORMATICA
764	DIPLOMADOS EN INFORMATICA
765	GRABADORES, Y OTROS PROF. INFORMATICA
771	AGENTES COBRADORES
772	ESTENOTIPISTAS, TAQUIMECANOGRAFOS,...
773	DETECTIVES PRIVADOS, VIGILANCIA, PROTECC
774	TRADUCTORES E INTERPRETES
775	DOCTORES Y LICENCIADOS EN FILOSOFIA
776	DRES.LICENC.POLITICAS,SOCIALES,LETRAS
777	ESPECIALISTAS ORIENTACION Y ANALISIS PER
778	DIPL. EN BIBLIOTECOMANIA Y DOCUMENTACION
799	OTROS PROF. ACTIV. FINANC. JURID. SEGUR.
811	PROFESIONALES LIMPIEZA
821	PERSONAL DOCENTE ENSEÑANZA SUPERIOR
822	PERSONAL DOCENTE ENSEÑANZA MEDIA
823	DOCENTES ENSEÑANZA GRAL. BASICA
824	PROFESORES FORMACION PROFESIONAL
825	PROFESORES CONDUCCION VEHICULOS
826	PERSONAL DOCENTE ENSEÑANZAS DIVERSAS
